agent,full_name,refactoring_type,count
Human,luojilab/DDComponentForAndroid,Rename Class,6
Human,luojilab/DDComponentForAndroid,Rename Method,12
Human,luojilab/DDComponentForAndroid,Rename Variable,8
Human,luojilab/DDComponentForAndroid,Replace Generic With Diamond,4
Human,luojilab/DDComponentForAndroid,Split Attribute,2
Human,luojilab/DDComponentForAndroid,Split Parameter,2
Human,nathanmarz/storm,Add Attribute Modifier,291
Human,nathanmarz/storm,Add Method Annotation,1
Human,nathanmarz/storm,Add Method Modifier,4
Human,nathanmarz/storm,Add Parameter,31
Human,nathanmarz/storm,Add Thrown Exception Type,2
Human,nathanmarz/storm,Change Attribute Access Modifier,22
Human,nathanmarz/storm,Change Attribute Type,20
Human,nathanmarz/storm,Change Class Access Modifier,5
Human,nathanmarz/storm,Change Method Access Modifier,2
Human,nathanmarz/storm,Change Parameter Type,14
Human,nathanmarz/storm,Change Return Type,24
Human,nathanmarz/storm,Change Type Declaration Kind,1
Human,nathanmarz/storm,Change Variable Type,35
Human,nathanmarz/storm,Encapsulate Attribute,5
Human,nathanmarz/storm,Extract And Move Method,2
Human,nathanmarz/storm,Extract Class,3
Human,nathanmarz/storm,Extract Interface,3
Human,nathanmarz/storm,Extract Method,17
Human,nathanmarz/storm,Extract Variable,16
Human,nathanmarz/storm,Inline Variable,2
Human,nathanmarz/storm,Merge Variable,2
Human,nathanmarz/storm,Move And Inline Method,1
Human,nathanmarz/storm,Move And Rename Method,2
Human,nathanmarz/storm,Move Attribute,7
Human,nathanmarz/storm,Move Class,2
Human,nathanmarz/storm,Move Method,4
Human,nathanmarz/storm,Move Source Folder,6
Human,nathanmarz/storm,Parameterize Variable,1
Human,nathanmarz/storm,Remove Attribute Modifier,2
Human,nathanmarz/storm,Remove Method Annotation,10
Human,nathanmarz/storm,Remove Parameter,8
Human,nathanmarz/storm,Rename Attribute,6
Human,nathanmarz/storm,Rename Class,2
Human,nathanmarz/storm,Rename Method,7
Human,nathanmarz/storm,Rename Parameter,8
Human,nathanmarz/storm,Rename Variable,8
Human,nathanmarz/storm,Replace Attribute With Variable,1
Human,nhaarman/ListViewAnimations,Add Attribute Annotation,7
Human,nhaarman/ListViewAnimations,Add Attribute Modifier,4
Human,nhaarman/ListViewAnimations,Add Class Annotation,2
Human,nhaarman/ListViewAnimations,Add Class Modifier,1
Human,nhaarman/ListViewAnimations,Add Method Annotation,5
Human,nhaarman/ListViewAnimations,Add Method Modifier,1
Human,nhaarman/ListViewAnimations,Add Parameter,19
Human,nhaarman/ListViewAnimations,Add Parameter Annotation,7
Human,nhaarman/ListViewAnimations,Add Parameter Modifier,2
Human,nhaarman/ListViewAnimations,Add Variable Modifier,1
Human,nhaarman/ListViewAnimations,Change Attribute Access Modifier,9
Human,nhaarman/ListViewAnimations,Change Attribute Type,33
Human,nhaarman/ListViewAnimations,Change Class Access Modifier,4
Human,nhaarman/ListViewAnimations,Change Method Access Modifier,42
Human,nhaarman/ListViewAnimations,Change Parameter Type,40
Human,nhaarman/ListViewAnimations,Change Return Type,11
Human,nhaarman/ListViewAnimations,Change Variable Type,19
Human,nhaarman/ListViewAnimations,Encapsulate Attribute,3
Human,nhaarman/ListViewAnimations,Extract And Move Method,20
Human,nhaarman/ListViewAnimations,Extract Class,10
Human,nhaarman/ListViewAnimations,Extract Interface,1
Human,nhaarman/ListViewAnimations,Extract Method,26
Human,nhaarman/ListViewAnimations,Extract Superclass,12
Human,nhaarman/ListViewAnimations,Extract Variable,9
Human,nhaarman/ListViewAnimations,Inline Method,3
Human,nhaarman/ListViewAnimations,Inline Variable,4
Human,nhaarman/ListViewAnimations,Invert Condition,1
Human,nhaarman/ListViewAnimations,Localize Parameter,1
Human,nhaarman/ListViewAnimations,Merge Parameter,2
Human,nhaarman/ListViewAnimations,Move And Rename Attribute,1
Human,nhaarman/ListViewAnimations,Move And Rename Method,7
Human,nhaarman/ListViewAnimations,Move Attribute,32
Human,nhaarman/ListViewAnimations,Move Class,32
Human,nhaarman/ListViewAnimations,Move Method,30
Human,nhaarman/ListViewAnimations,Move Source Folder,9
Human,nhaarman/ListViewAnimations,Parameterize Attribute,9
Human,nhaarman/ListViewAnimations,Parameterize Variable,4
Human,nhaarman/ListViewAnimations,Pull Up Attribute,27
Human,nhaarman/ListViewAnimations,Pull Up Method,26
Human,nhaarman/ListViewAnimations,Remove Attribute Annotation,3
Human,nhaarman/ListViewAnimations,Remove Attribute Modifier,1
Human,nhaarman/ListViewAnimations,Remove Class Annotation,1
Human,nhaarman/ListViewAnimations,Remove Class Modifier,3
Human,nhaarman/ListViewAnimations,Remove Method Annotation,7
Human,nhaarman/ListViewAnimations,Remove Method Modifier,1
Human,nhaarman/ListViewAnimations,Remove Parameter,14
Human,nhaarman/ListViewAnimations,Remove Parameter Modifier,1
Human,nhaarman/ListViewAnimations,Remove Variable Modifier,1
Human,nhaarman/ListViewAnimations,Rename Attribute,7
Human,nhaarman/ListViewAnimations,Rename Method,5
Human,nhaarman/ListViewAnimations,Rename Package,3
Human,nhaarman/ListViewAnimations,Rename Parameter,28
Human,nhaarman/ListViewAnimations,Rename Variable,11
Human,nhaarman/ListViewAnimations,Replace Attribute With Variable,3
Human,nhaarman/ListViewAnimations,Replace Variable With Attribute,3
Human,nhaarman/ListViewAnimations,Split Conditional,1
Human,nicolasgramlich/AndEngine,Add Attribute Modifier,4
Human,nicolasgramlich/AndEngine,Add Class Modifier,3
Human,nicolasgramlich/AndEngine,Add Method Annotation,4
Human,nicolasgramlich/AndEngine,Add Method Modifier,22
Human,nicolasgramlich/AndEngine,Add Parameter Modifier,3
Human,nicolasgramlich/AndEngine,Add Variable Modifier,2
Human,nicolasgramlich/AndEngine,Change Attribute Access Modifier,17
Human,nicolasgramlich/AndEngine,Change Attribute Type,5
Human,nicolasgramlich/AndEngine,Change Class Access Modifier,2
Human,nicolasgramlich/AndEngine,Change Method Access Modifier,10
Human,nicolasgramlich/AndEngine,Change Parameter Type,20
Human,nicolasgramlich/AndEngine,Change Return Type,2
Human,nicolasgramlich/AndEngine,Change Variable Type,5
Human,nicolasgramlich/AndEngine,Encapsulate Attribute,8
Human,nicolasgramlich/AndEngine,Extract And Move Method,5
Human,nicolasgramlich/AndEngine,Extract Method,10
Human,nicolasgramlich/AndEngine,Extract Variable,1
Human,nicolasgramlich/AndEngine,Inline Method,1
Human,nicolasgramlich/AndEngine,Move And Rename Class,10
Human,nicolasgramlich/AndEngine,Move And Rename Method,1
Human,nicolasgramlich/AndEngine,Parameterize Variable,1
Human,nicolasgramlich/AndEngine,Pull Up Attribute,1
Human,nicolasgramlich/AndEngine,Pull Up Method,6
Human,nicolasgramlich/AndEngine,Remove Attribute Modifier,6
Human,nicolasgramlich/AndEngine,Remove Method Annotation,1
Human,nicolasgramlich/AndEngine,Remove Method Modifier,5
Human,nicolasgramlich/AndEngine,Rename Attribute,23
Human,nicolasgramlich/AndEngine,Rename Class,1
Human,nicolasgramlich/AndEngine,Rename Method,25
Human,nicolasgramlich/AndEngine,Rename Parameter,47
Human,nicolasgramlich/AndEngine,Rename Variable,6
Human,nytimes/Store,Add Class Annotation,1
Human,nytimes/Store,Add Method Annotation,21
Human,nytimes/Store,Add Method Modifier,4
Human,nytimes/Store,Add Parameter,2
Human,nytimes/Store,Add Parameter Annotation,23
Human,nytimes/Store,Add Thrown Exception Type,15
Human,nytimes/Store,Change Attribute Access Modifier,1
Human,nytimes/Store,Change Attribute Type,5
Human,nytimes/Store,Change Method Access Modifier,4
Human,nytimes/Store,Change Parameter Type,3
Human,nytimes/Store,Change Return Type,59
Human,nytimes/Store,Change Variable Type,14
Human,nytimes/Store,Extract And Move Method,1
Human,nytimes/Store,Extract Attribute,1
Human,nytimes/Store,Extract Class,1
Human,nytimes/Store,Extract Method,1
Human,nytimes/Store,Extract Variable,1
Human,nytimes/Store,Inline Variable,1
Human,nytimes/Store,Modify Method Annotation,1
Human,nytimes/Store,Move Class,237
Human,nytimes/Store,Move Method,4
Human,nytimes/Store,Remove Class Annotation,1
Human,nytimes/Store,Remove Method Annotation,9
Human,nytimes/Store,Remove Parameter Annotation,10
Human,nytimes/Store,Remove Thrown Exception Type,1
Human,nytimes/Store,Rename Attribute,1
Human,nytimes/Store,Rename Method,14
Human,nytimes/Store,Rename Package,5
Human,nytimes/Store,Rename Parameter,9
Human,nytimes/Store,Rename Variable,1
Human,nytimes/Store,Replace Anonymous With Lambda,35
Human,nytimes/Store,Split Attribute,1
Human,nytimes/Store,Split Parameter,1
Human,ogaclejapan/SmartTabLayout,Change Attribute Type,2
Human,ogaclejapan/SmartTabLayout,Change Class Access Modifier,1
Human,ogaclejapan/SmartTabLayout,Change Parameter Type,1
Human,ogaclejapan/SmartTabLayout,Change Variable Type,1
Human,ogaclejapan/SmartTabLayout,Encapsulate Attribute,1
Human,ogaclejapan/SmartTabLayout,Extract And Move Method,1
Human,ogaclejapan/SmartTabLayout,Extract Variable,1
Human,ogaclejapan/SmartTabLayout,Invert Condition,1
Human,ogaclejapan/SmartTabLayout,Remove Parameter Modifier,8
Human,ogaclejapan/SmartTabLayout,Rename Attribute,2
Human,ogaclejapan/SmartTabLayout,Rename Class,3
Human,ogaclejapan/SmartTabLayout,Rename Method,5
Human,ogaclejapan/SmartTabLayout,Rename Parameter,1
Human,ogaclejapan/SmartTabLayout,Rename Variable,5
Human,ogaclejapan/SmartTabLayout,Replace Variable With Attribute,1
Human,ogaclejapan/SmartTabLayout,Split Method,1
Human,pedrovgs/AndroidWiFiADB,Add Attribute Modifier,6
Human,pedrovgs/AndroidWiFiADB,Add Method Modifier,2
Human,pedrovgs/AndroidWiFiADB,Add Parameter,2
Human,pedrovgs/AndroidWiFiADB,Add Parameter Modifier,3
Human,pedrovgs/AndroidWiFiADB,Change Attribute Access Modifier,7
Human,pedrovgs/AndroidWiFiADB,Change Attribute Type,3
Human,pedrovgs/AndroidWiFiADB,Change Method Access Modifier,4
Human,pedrovgs/AndroidWiFiADB,Change Parameter Type,4
Human,pedrovgs/AndroidWiFiADB,Change Return Type,3
Human,pedrovgs/AndroidWiFiADB,Change Variable Type,2
Human,pedrovgs/AndroidWiFiADB,Encapsulate Attribute,1
Human,pedrovgs/AndroidWiFiADB,Extract Attribute,7
Human,pedrovgs/AndroidWiFiADB,Extract Class,5
Human,pedrovgs/AndroidWiFiADB,Extract Method,6
Human,pedrovgs/AndroidWiFiADB,Extract Variable,1
Human,pedrovgs/AndroidWiFiADB,Inline Variable,1
Human,pedrovgs/AndroidWiFiADB,Move Attribute,5
Human,pedrovgs/AndroidWiFiADB,Move Class,9
Human,pedrovgs/AndroidWiFiADB,Move Method,14
Human,pedrovgs/AndroidWiFiADB,Parameterize Attribute,1
Human,pedrovgs/AndroidWiFiADB,Remove Attribute Modifier,1
Human,pedrovgs/AndroidWiFiADB,Remove Parameter,4
Human,pedrovgs/AndroidWiFiADB,Rename Attribute,4
Human,pedrovgs/AndroidWiFiADB,Rename Class,3
Human,pedrovgs/AndroidWiFiADB,Rename Method,3
Human,pedrovgs/AndroidWiFiADB,Rename Package,1
Human,pedrovgs/AndroidWiFiADB,Rename Parameter,2
Human,pedrovgs/AndroidWiFiADB,Rename Variable,23
Human,rengwuxian/RxJavaSamples,Change Method Access Modifier,1
Human,roboguice/roboguice,Add Attribute Annotation,51
Human,roboguice/roboguice,Add Attribute Modifier,2
Human,roboguice/roboguice,Add Class Annotation,31
Human,roboguice/roboguice,Add Class Modifier,22
Human,roboguice/roboguice,Add Method Annotation,122
Human,roboguice/roboguice,Add Parameter,5
Human,roboguice/roboguice,Add Thrown Exception Type,10
Human,roboguice/roboguice,Add Variable Modifier,9
Human,roboguice/roboguice,Change Attribute Access Modifier,8
Human,roboguice/roboguice,Change Attribute Type,10
Human,roboguice/roboguice,Change Method Access Modifier,1
Human,roboguice/roboguice,Change Parameter Type,24
Human,roboguice/roboguice,Change Return Type,6
Human,roboguice/roboguice,Change Variable Type,29
Human,roboguice/roboguice,Extract And Move Method,4
Human,roboguice/roboguice,Extract Class,3
Human,roboguice/roboguice,Extract Method,28
Human,roboguice/roboguice,Extract Variable,22
Human,roboguice/roboguice,Inline Variable,7
Human,roboguice/roboguice,Modify Attribute Annotation,7
Human,roboguice/roboguice,Modify Class Annotation,20
Human,roboguice/roboguice,Modify Method Annotation,4
Human,roboguice/roboguice,Move Attribute,6
Human,roboguice/roboguice,Move Class,18
Human,roboguice/roboguice,Move Package,6
Human,roboguice/roboguice,Move Source Folder,1
Human,roboguice/roboguice,Parameterize Attribute,5
Human,roboguice/roboguice,Remove Attribute Annotation,6
Human,roboguice/roboguice,Remove Attribute Modifier,5
Human,roboguice/roboguice,Remove Class Annotation,4
Human,roboguice/roboguice,Remove Class Modifier,2
Human,roboguice/roboguice,Remove Method Annotation,2
Human,roboguice/roboguice,Remove Parameter,21
Human,roboguice/roboguice,Remove Thrown Exception Type,5
Human,roboguice/roboguice,Rename Attribute,16
Human,roboguice/roboguice,Rename Class,4
Human,roboguice/roboguice,Rename Method,11
Human,roboguice/roboguice,Rename Variable,2
Human,roboguice/roboguice,Replace Attribute With Variable,3
Human,roboguice/roboguice,Replace Variable With Attribute,2
Human,rockerhieu/emojicon,Add Class Modifier,1
Human,rockerhieu/emojicon,Add Parameter,4
Human,rockerhieu/emojicon,Change Attribute Type,3
Human,rockerhieu/emojicon,Change Variable Type,1
Human,rockerhieu/emojicon,Encapsulate Attribute,1
Human,rockerhieu/emojicon,Extract Attribute,1
Human,rockerhieu/emojicon,Extract Method,10
Human,rockerhieu/emojicon,Extract Variable,3
Human,rockerhieu/emojicon,Inline Variable,1
Human,rockerhieu/emojicon,Remove Attribute Modifier,1
Human,rockerhieu/emojicon,Rename Attribute,1
Human,rockerhieu/emojicon,Rename Variable,1
Human,rockerhieu/emojicon,Replace Conditional With Ternary,1
Human,rockerhieu/emojicon,Replace Variable With Attribute,1
Human,ryanhoo/StylishMusicPlayer,Add Attribute Annotation,6
Human,ryanhoo/StylishMusicPlayer,Add Class Annotation,4
Human,ryanhoo/StylishMusicPlayer,Add Class Modifier,1
Human,ryanhoo/StylishMusicPlayer,Add Method Annotation,1
Human,ryanhoo/StylishMusicPlayer,Add Parameter,2
Human,ryanhoo/StylishMusicPlayer,Add Parameter Modifier,2
Human,ryanhoo/StylishMusicPlayer,Add Variable Modifier,1
Human,ryanhoo/StylishMusicPlayer,Change Attribute Access Modifier,1
Human,ryanhoo/StylishMusicPlayer,Change Attribute Type,6
Human,ryanhoo/StylishMusicPlayer,Change Class Access Modifier,2
Human,ryanhoo/StylishMusicPlayer,Change Method Access Modifier,1
Human,ryanhoo/StylishMusicPlayer,Change Parameter Type,5
Human,ryanhoo/StylishMusicPlayer,Change Return Type,1
Human,ryanhoo/StylishMusicPlayer,Change Variable Type,4
Human,ryanhoo/StylishMusicPlayer,Extract Class,1
Human,ryanhoo/StylishMusicPlayer,Extract Method,3
Human,ryanhoo/StylishMusicPlayer,Extract Superclass,2
Human,ryanhoo/StylishMusicPlayer,Extract Variable,2
Human,ryanhoo/StylishMusicPlayer,Localize Parameter,1
Human,ryanhoo/StylishMusicPlayer,Modify Attribute Annotation,1
Human,ryanhoo/StylishMusicPlayer,Move Attribute,9
Human,ryanhoo/StylishMusicPlayer,Move Class,1
Human,ryanhoo/StylishMusicPlayer,Move Method,5
Human,ryanhoo/StylishMusicPlayer,Parameterize Variable,1
Human,ryanhoo/StylishMusicPlayer,Remove Method Modifier,1
Human,ryanhoo/StylishMusicPlayer,Rename Attribute,2
Human,ryanhoo/StylishMusicPlayer,Rename Class,4
Human,ryanhoo/StylishMusicPlayer,Rename Method,1
Human,ryanhoo/StylishMusicPlayer,Rename Parameter,2
Human,ryanhoo/StylishMusicPlayer,Rename Variable,2
Human,square/otto,Add Attribute Annotation,1
Human,square/otto,Add Method Annotation,3
Human,square/otto,Change Attribute Type,4
Human,square/otto,Change Parameter Type,1
Human,square/otto,Encapsulate Attribute,1
Human,square/otto,Extract Interface,1
Human,square/otto,Extract Method,3
Human,square/otto,Extract Variable,4
Human,square/otto,Remove Variable Modifier,1
Human,square/sqlbrite,Add Attribute Modifier,4
Human,square/sqlbrite,Add Class Annotation,4
Human,square/sqlbrite,Add Class Modifier,2
Human,square/sqlbrite,Add Method Annotation,30
Human,square/sqlbrite,Add Method Modifier,6
Human,square/sqlbrite,Add Parameter,17
Human,square/sqlbrite,Add Parameter Annotation,5
Human,square/sqlbrite,Add Thrown Exception Type,3
Human,square/sqlbrite,Add Variable Modifier,2
Human,square/sqlbrite,Change Attribute Access Modifier,21
Human,square/sqlbrite,Change Attribute Type,24
Human,square/sqlbrite,Change Class Access Modifier,2
Human,square/sqlbrite,Change Method Access Modifier,8
Human,square/sqlbrite,Change Parameter Type,34
Human,square/sqlbrite,Change Return Type,10
Human,square/sqlbrite,Change Variable Type,50
Human,square/sqlbrite,Extract And Move Method,4
Human,square/sqlbrite,Extract Variable,3
Human,square/sqlbrite,Inline Variable,2
Human,square/sqlbrite,Localize Parameter,1
Human,square/sqlbrite,Merge Attribute,1
Human,square/sqlbrite,Move And Rename Method,11
Human,square/sqlbrite,Move Attribute,3
Human,square/sqlbrite,Move Class,31
Human,square/sqlbrite,Move Code,2
Human,square/sqlbrite,Parameterize Variable,1
Human,square/sqlbrite,Remove Attribute Modifier,4
Human,square/sqlbrite,Remove Class Annotation,4
Human,square/sqlbrite,Remove Class Modifier,1
Human,square/sqlbrite,Remove Method Annotation,20
Human,square/sqlbrite,Remove Parameter,9
Human,square/sqlbrite,Remove Parameter Annotation,4
Human,square/sqlbrite,Remove Parameter Modifier,6
Human,square/sqlbrite,Remove Thrown Exception Type,2
Human,square/sqlbrite,Remove Variable Modifier,1
Human,square/sqlbrite,Rename Attribute,4
Human,square/sqlbrite,Rename Class,1
Human,square/sqlbrite,Rename Method,17
Human,square/sqlbrite,Rename Package,2
Human,square/sqlbrite,Rename Parameter,5
Human,square/sqlbrite,Rename Variable,6
Human,square/sqlbrite,Reorder Parameter,2
Human,square/sqlbrite,Replace Anonymous With Class,1
Human,square/sqlbrite,Split Conditional,1
Human,sunfusheng/MarqueeView,Add Parameter,4
Human,sunfusheng/MarqueeView,Change Attribute Type,2
Human,sunfusheng/MarqueeView,Change Method Access Modifier,2
Human,sunfusheng/MarqueeView,Change Parameter Type,6
Human,sunfusheng/MarqueeView,Change Return Type,2
Human,sunfusheng/MarqueeView,Change Variable Type,2
Human,sunfusheng/MarqueeView,Extract Attribute,2
Human,sunfusheng/MarqueeView,Extract Method,1
Human,sunfusheng/MarqueeView,Extract Variable,1
Human,sunfusheng/MarqueeView,Parameterize Attribute,2
Human,sunfusheng/MarqueeView,Rename Variable,1
Human,sunfusheng/MarqueeView,Replace Attribute With Variable,2
Human,tangqi92/Android-Tips,Add Method Annotation,2
Human,tangqi92/Android-Tips,Add Variable Modifier,6
Human,tangqi92/Android-Tips,Change Method Access Modifier,2
Human,tangqi92/Android-Tips,Change Return Type,3
Human,tangqi92/Android-Tips,Extract Variable,3
Human,tangqi92/Android-Tips,Inline Method,1
Human,tangqi92/Android-Tips,Move And Rename Method,2
Human,tangqi92/Android-Tips,Remove Method Modifier,2
Human,tangqi92/Android-Tips,Remove Parameter,4
Human,tangqi92/Android-Tips,Rename Variable,3
Human,timehop/sticky-headers-recyclerview,Add Method Annotation,1
Human,timehop/sticky-headers-recyclerview,Add Parameter,19
Human,timehop/sticky-headers-recyclerview,Add Variable Modifier,2
Human,timehop/sticky-headers-recyclerview,Change Attribute Type,2
Human,timehop/sticky-headers-recyclerview,Change Method Access Modifier,2
Human,timehop/sticky-headers-recyclerview,Change Parameter Type,9
Human,timehop/sticky-headers-recyclerview,Change Return Type,5
Human,timehop/sticky-headers-recyclerview,Change Variable Type,10
Human,timehop/sticky-headers-recyclerview,Extract And Move Method,3
Human,timehop/sticky-headers-recyclerview,Extract Class,4
Human,timehop/sticky-headers-recyclerview,Extract Method,7
Human,timehop/sticky-headers-recyclerview,Extract Superclass,1
Human,timehop/sticky-headers-recyclerview,Extract Variable,16
Human,timehop/sticky-headers-recyclerview,Inline Variable,3
Human,timehop/sticky-headers-recyclerview,Invert Condition,2
Human,timehop/sticky-headers-recyclerview,Merge Method,1
Human,timehop/sticky-headers-recyclerview,Move Attribute,1
Human,timehop/sticky-headers-recyclerview,Move Method,4
Human,timehop/sticky-headers-recyclerview,Parameterize Variable,3
Human,timehop/sticky-headers-recyclerview,Remove Parameter,1
Human,timehop/sticky-headers-recyclerview,Rename Class,3
Human,timehop/sticky-headers-recyclerview,Rename Method,10
Human,timehop/sticky-headers-recyclerview,Rename Parameter,3
Human,timehop/sticky-headers-recyclerview,Rename Variable,15
Human,timehop/sticky-headers-recyclerview,Reorder Parameter,1
Human,timehop/sticky-headers-recyclerview,Replace Variable With Attribute,7
Human,watabou/pixel-dungeon,Add Attribute Modifier,1
Human,watabou/pixel-dungeon,Add Class Modifier,3
Human,watabou/pixel-dungeon,Add Method Annotation,3
Human,watabou/pixel-dungeon,Add Method Modifier,8
Human,watabou/pixel-dungeon,Add Parameter,10
Human,watabou/pixel-dungeon,Add Parameter Modifier,2
Human,watabou/pixel-dungeon,Change Attribute Access Modifier,16
Human,watabou/pixel-dungeon,Change Attribute Type,14
Human,watabou/pixel-dungeon,Change Method Access Modifier,11
Human,watabou/pixel-dungeon,Change Parameter Type,7
Human,watabou/pixel-dungeon,Change Return Type,33
Human,watabou/pixel-dungeon,Change Variable Type,6
Human,watabou/pixel-dungeon,Encapsulate Attribute,3
Human,watabou/pixel-dungeon,Extract And Move Method,36
Human,watabou/pixel-dungeon,Extract Attribute,9
Human,watabou/pixel-dungeon,Extract Class,15
Human,watabou/pixel-dungeon,Extract Method,27
Human,watabou/pixel-dungeon,Extract Subclass,1
Human,watabou/pixel-dungeon,Extract Variable,23
Human,watabou/pixel-dungeon,Inline Attribute,2
Human,watabou/pixel-dungeon,Inline Variable,9
Human,watabou/pixel-dungeon,Localize Parameter,1
Human,watabou/pixel-dungeon,Merge Attribute,1
Human,watabou/pixel-dungeon,Merge Conditional,4
Human,watabou/pixel-dungeon,Move And Inline Method,2
Human,watabou/pixel-dungeon,Move And Rename Attribute,1
Human,watabou/pixel-dungeon,Move And Rename Class,2
Human,watabou/pixel-dungeon,Move Attribute,24
Human,watabou/pixel-dungeon,Move Class,5
Human,watabou/pixel-dungeon,Move Code,1
Human,watabou/pixel-dungeon,Move Method,10
Human,watabou/pixel-dungeon,Parameterize Attribute,2
Human,watabou/pixel-dungeon,Parameterize Variable,3
Human,watabou/pixel-dungeon,Pull Up Attribute,6
Human,watabou/pixel-dungeon,Pull Up Method,8
Human,watabou/pixel-dungeon,Push Down Attribute,2
Human,watabou/pixel-dungeon,Remove Attribute Annotation,1
Human,watabou/pixel-dungeon,Remove Attribute Modifier,2
Human,watabou/pixel-dungeon,Remove Class Modifier,4
Human,watabou/pixel-dungeon,Remove Method Annotation,6
Human,watabou/pixel-dungeon,Remove Method Modifier,5
Human,watabou/pixel-dungeon,Remove Parameter,16
Human,watabou/pixel-dungeon,Rename Attribute,43
Human,watabou/pixel-dungeon,Rename Class,7
Human,watabou/pixel-dungeon,Rename Method,16
Human,watabou/pixel-dungeon,Rename Parameter,1
Human,watabou/pixel-dungeon,Rename Variable,5
Human,watabou/pixel-dungeon,Replace Attribute With Variable,12
Human,watabou/pixel-dungeon,Replace Conditional With Ternary,1
Human,watabou/pixel-dungeon,Replace Variable With Attribute,3
Human,watabou/pixel-dungeon,Split Conditional,6
Human,watabou/pixel-dungeon,Split Method,1
Human,wendux/DSBridge-Android,Add Class Modifier,1
Human,wendux/DSBridge-Android,Add Method Annotation,1
Human,wendux/DSBridge-Android,Add Parameter Modifier,4
Human,wendux/DSBridge-Android,Change Attribute Access Modifier,5
Human,wendux/DSBridge-Android,Change Class Access Modifier,1
Human,wendux/DSBridge-Android,Change Method Access Modifier,2
Human,wendux/DSBridge-Android,Extract Method,1
Human,wendux/DSBridge-Android,Rename Attribute,1
Human,xcc3641/SeeWeather,Extract Method,1
Human,xcc3641/SeeWeather,Rename Method,3
Human,xcc3641/SeeWeather,Rename Variable,1
Human,xcc3641/SeeWeather,Replace Anonymous With Class,1
Human,ximsfei/Android-skin-support,Add Attribute Modifier,2
Human,ximsfei/Android-skin-support,Add Class Modifier,3
Human,ximsfei/Android-skin-support,Add Method Annotation,5
Human,ximsfei/Android-skin-support,Add Method Modifier,1
Human,ximsfei/Android-skin-support,Add Parameter,7
Human,ximsfei/Android-skin-support,Add Parameter Annotation,5
Human,ximsfei/Android-skin-support,Change Attribute Access Modifier,57
Human,ximsfei/Android-skin-support,Change Attribute Type,6
Human,ximsfei/Android-skin-support,Change Class Access Modifier,6
Human,ximsfei/Android-skin-support,Change Method Access Modifier,14
Human,ximsfei/Android-skin-support,Change Parameter Type,1
Human,ximsfei/Android-skin-support,Change Return Type,15
Human,ximsfei/Android-skin-support,Change Variable Type,6
Human,ximsfei/Android-skin-support,Encapsulate Attribute,29
Human,ximsfei/Android-skin-support,Extract And Move Method,5
Human,ximsfei/Android-skin-support,Extract Class,1
Human,ximsfei/Android-skin-support,Extract Method,9
Human,ximsfei/Android-skin-support,Extract Superclass,1
Human,ximsfei/Android-skin-support,Extract Variable,2
Human,ximsfei/Android-skin-support,Inline Variable,11
Human,ximsfei/Android-skin-support,Localize Parameter,2
Human,ximsfei/Android-skin-support,Move And Rename Class,3
Human,ximsfei/Android-skin-support,Move And Rename Method,2
Human,ximsfei/Android-skin-support,Move Class,44
Human,ximsfei/Android-skin-support,Move Method,1
Human,ximsfei/Android-skin-support,Move Package,2
Human,ximsfei/Android-skin-support,Move Source Folder,6
Human,ximsfei/Android-skin-support,Parameterize Variable,2
Human,ximsfei/Android-skin-support,Remove Attribute Modifier,26
Human,ximsfei/Android-skin-support,Remove Class Modifier,2
Human,ximsfei/Android-skin-support,Remove Parameter,2
Human,ximsfei/Android-skin-support,Remove Parameter Annotation,1
Human,ximsfei/Android-skin-support,Rename Attribute,4
Human,ximsfei/Android-skin-support,Rename Class,12
Human,ximsfei/Android-skin-support,Rename Method,14
Human,ximsfei/Android-skin-support,Rename Parameter,3
Human,ximsfei/Android-skin-support,Rename Variable,7
Human,ximsfei/Android-skin-support,Replace Attribute With Variable,1
Human,ximsfei/Android-skin-support,Replace Variable With Attribute,4
Human,yangfuhai/ASimpleCache,Extract Method,3
Human,yangfuhai/ASimpleCache,Move And Rename Attribute,3
Human,yangfuhai/ASimpleCache,Rename Attribute,4
Human,yangfuhai/afinal,Add Method Annotation,3
Human,yangfuhai/afinal,Add Method Modifier,9
Human,yangfuhai/afinal,Add Parameter,13
Human,yangfuhai/afinal,Change Attribute Type,1
Human,yangfuhai/afinal,Change Method Access Modifier,2
Human,yangfuhai/afinal,Change Parameter Type,1
Human,yangfuhai/afinal,Extract And Move Method,1
Human,yangfuhai/afinal,Extract Method,4
Human,yangfuhai/afinal,Rename Method,2
Human,yangfuhai/afinal,Rename Variable,1
OpenAI_Codex,2006-Scape/2006Scape,Change Attribute Type,11
OpenAI_Codex,2006-Scape/2006Scape,Change Parameter Type,2
OpenAI_Codex,2006-Scape/2006Scape,Change Variable Type,19
OpenAI_Codex,2006-Scape/2006Scape,Extract Class,2
OpenAI_Codex,2006-Scape/2006Scape,Extract Method,1
OpenAI_Codex,2006-Scape/2006Scape,Merge Conditional,1
OpenAI_Codex,2006-Scape/2006Scape,Rename Attribute,67
OpenAI_Codex,2006-Scape/2006Scape,Rename Class,5
OpenAI_Codex,2006-Scape/2006Scape,Rename Method,134
OpenAI_Codex,2006-Scape/2006Scape,Rename Parameter,80
OpenAI_Codex,2006-Scape/2006Scape,Rename Variable,73
