dataset,agent,repo,commit,smells_before,smells_after,delta,runtime_sec
Agentic,Claude_Code,core,12e2030d4bfde72e976d1cfa64cbfd1e2fbbc186,44,340,296,6.52
Agentic,Claude_Code,core,0f522dfadda82fcf96527a8c8ae1eb183334cfeb,126,126,0,4.21
Agentic,Claude_Code,core,b420c74c3b852bd22d940e640f56340040c369b7,89,91,2,4.15
Agentic,Claude_Code,core,2bbeab436f36992fdf58430f104076138ab571a7,2,2,0,5.18
Agentic,Claude_Code,core,b68f87285d73407ee76d4a7cca02455006248fca,211,211,0,4.77
Agentic,Claude_Code,core,ce3bed24d1567baab41dafcb4a415c1af06f657b,518,518,0,5.71
Agentic,Claude_Code,core,3f8c0b185e5b50ed3c7469f864bfed2e4f20f9bb,44,340,296,6.91
Agentic,Claude_Code,core,23507a1d9754fbb12c216240b6c5a220def570e8,211,211,0,4.79
Agentic,Claude_Code,core,6947d76291bbc4057625c367785fc2abf4945a79,518,518,0,5.75
Agentic,Claude_Code,core,2dc53b4c82247ea9a55c4cadfbfa1de20210c539,326,337,11,5.14
Agentic,Claude_Code,core,da0fa2ab38c66845ae6881885a03d23362e4b66d,87,87,0,4.62
Agentic,Claude_Code,core,f3373bc48b957c1d3119c254e1a5e6089a6c3b4e,214,215,1,4.77
Agentic,Claude_Code,core,976be40a7576dcb073c052b904165ae45ad58cd3,126,127,1,5.28
Agentic,Claude_Code,core,61e7f81e4ace04c50ccafeb5fc5094ac7b7e7a7a,216,215,-1,4.9
Agentic,Claude_Code,core,f7aff75a72e98ddbb61bfb01cdea073b81ffb5fb,122,119,-3,4.4
Agentic,Claude_Code,core,b55504d4867589044e018173932a5a2e8dc8021d,326,337,11,7.15
Agentic,Claude_Code,core,ac2a114e0120f5dfd831948809e897a8dc2c1d8a,87,87,0,4.61
Agentic,Claude_Code,pulsar,b42729750fd9ad761ee02d3a2ada40a6ad44bdbc,49,144,95,2.46
Agentic,Claude_Code,pulsar,975ff1f23d579ffc49fbc12a86def464254de4d9,52,52,0,2.32
Agentic,Claude_Code,core,bf0aee2f54630f26872951fd245849edbfe7cda6,214,215,1,4.8
Agentic,Copilot,halo,04ebc4d9c84695e51ae2a4ebaa9fbcd7602ccdb4,31,36,5,3.05
Agentic,Copilot,ApplicationInsights-Java,75d9db98d39172491a9c45ad3ff83ae080967b03,2,5,3,2.97
Agentic,Copilot,ApplicationInsights-Java,b1693948838fb2b47bc1d256fbcf77b7d82786cd,51,50,-1,2.72
Agentic,Copilot,ApplicationInsights-Java,2630d0bf1e515cce48198942dccca359a29f2f3f,15,15,0,3.04
Agentic,Copilot,camunda,dd6a738711cd77130dee3a3ce2cd6878c62ec952,30,38,8,9.75
Agentic,Copilot,camunda,06ccbc55d5e62ac9f4f35acc8b8208806d675083,12,12,0,8.3
Agentic,Copilot,camunda,124fdf6dcd696da1793c7dc9d3f1b95a1727ab8c,14,17,3,5.28
Agentic,Copilot,camunda,0189295aadfa8b9f20e239c54b9252f74fa79530,34,26,-8,8.21
Agentic,Copilot,camunda,c92c722cf522d4c5b45388a6b7224ea19cad8925,17,15,-2,8.16
Agentic,Copilot,camunda,5d500969c411ef359bb6e826756bbae04d823eac,10,2,-8,5.14
Agentic,Copilot,camunda,5bfd7deadad6c4305ee346e95375165dc0819a35,6,4,-2,6.62
Agentic,Copilot,azure-sdk-for-java,a34b6bf8dc5c9e034275c193c5cc4188262a703e,4,14,10,17.09
Agentic,Copilot,camunda,4f53a429aab332c85a8ba06c18480e3330b8d533,18,18,0,12.47
Agentic,Copilot,WxJava,eb987323e1235de746769582e97cae7a499f9e67,11,11,0,3.05
Agentic,Copilot,flow,ce9a4053e3eef4902c72deddfbcda0e6b1bea002,2,26,24,7.23
Agentic,Copilot,valkey-glide,9b5dd8a9b356b21fd2bb403fd1245c679108be6c,2478,2478,0,6.67
Agentic,Copilot,camunda,ac3b8b5be2d408e73d5e9d5bfd4d583a8f7c58ae,36,48,12,9.5
Agentic,Copilot,camunda,1d03e574cd22de4ddfc30e2dc40021adb3cd8ee9,36,48,12,5.51
Agentic,Copilot,camunda,a3819cecf03471f4bc6e52417d76402a55fff1a3,24,26,2,5.36
Agentic,Copilot,camunda,f10b60d23c122900e770b2cb993be1230c1d5a65,86,86,0,5.6
Agentic,Copilot,camunda,becb848c563b95fea03cdb2891020d1338292758,25,25,0,8.11
Agentic,Copilot,camunda,0fd56a1c84449f1311330c5b914dff17b9688ccd,15,15,0,6.01
Agentic,Copilot,ApplicationInsights-Java,0d04c3de0d5a9d8147a48723f777da3b433fde8b,5,5,0,3.14
Agentic,Copilot,ApplicationInsights-Java,a5641a5efe6a1cc08330987c910a6e2bd77528f0,1,1,0,2.61
Agentic,Copilot,ApplicationInsights-Java,9d39a0d14e537e67f1b75f4ae2c3b6a8b8557fe4,54,54,0,3.35
Agentic,Copilot,camunda,c86946a04ef52909c55db15b6f49845c18aa584c,29,29,0,9.55
Agentic,Copilot,camunda,5a4d6f7517b37138a151fdd0106daffe07335d8a,5,5,0,8.07
Agentic,Copilot,camunda,921b514496708f4c1fc43513b11d79e23bbcd88b,50,50,0,8.61
Agentic,Copilot,camunda,7ba90ca75b62b42e2ab5f88340793bfa704975f2,3,3,0,5.13
Agentic,Copilot,camunda,604a18a26ed5166afbbdf6f71eb55804fe557dad,4,2,-2,8.24
Agentic,Copilot,camunda,929e927fee03512cd38c0c21fbb4840a975f3fd0,18,20,2,5.23
Agentic,Copilot,bsl-language-server,80a646b2a9c5e48d4b4a6113c5c2873e4ee4225f,117,190,73,2.92
Agentic,Copilot,bsl-language-server,50e7a28a545c9e819c43e8a8c0e6f651fb008f57,192,127,-65,3.3
Agentic,Copilot,bsl-language-server,503081e61ed0d77603fc2e3b177f24224ddad5f1,3,3,0,3.5
Agentic,Copilot,bsl-language-server,d60200fa07849f58d7ddafca3101042bb0558f4c,3,3,0,2.89
Agentic,Copilot,bsl-language-server,dae59939b20d5e5f7a53913056bd101ca83fa826,6,6,0,3.33
Agentic,Copilot,bsl-language-server,0443adbdc86ad5919388951c905bd84dc50941c5,6,6,0,2.92
Agentic,Copilot,bsl-language-server,7bdfb53623e1b9505f849d9f718c0040d41c11b3,4,4,0,3.04
Agentic,Copilot,bsl-language-server,dafc7988cd0e727d6764405880659a6ee2a9d70a,6,6,0,2.99
Agentic,Copilot,bsl-language-server,7a4c86d1453f1bb3d5ac3f66dce1c63e1a7c0772,8,8,0,3.09
Agentic,Copilot,bsl-language-server,d69d92d779bb470197d841cf2d5fe11050680cdc,11,11,0,3.19
Agentic,Copilot,bsl-language-server,7276b9df1b6bac5ed8c411548ce7272b5b244cb6,17,17,0,3.24
Agentic,Copilot,bsl-language-server,631c2207a2364e9b1e703a50de9978a4fcd3f4b2,6,7,1,3.32
Agentic,Copilot,bsl-language-server,291d79bdcae6c434c46c58ebf0f1f877b2739146,10,9,-1,3.07
Agentic,Copilot,WxJava,9ddbc5e268a387f0f057aea814cd0118c95f4e0b,17,22,5,3.26
Agentic,Copilot,WxJava,9b9b2f61d5578e0208af43d0efce9cfbdd423247,16,21,5,2.92
Agentic,Copilot,flow,ab1da4c4d6861077fb7c99686f92a92621e015d5,27,39,12,7.04
Agentic,Copilot,flow,c88c624908788fe83fd9aff7321cfad5db40ba24,40,54,14,7.31
Agentic,Copilot,cactoos,a9e84b47420758a6687a7561c571209de9b0e840,16,16,0,2.76
Agentic,Copilot,ApplicationInsights-Java,3757c50864cee84c98bcdbe9f095ffe5cd7f9151,46,46,0,4.06
Agentic,Copilot,ApplicationInsights-Java,5fd3c909c5465f08cee35103447906d5adc66168,33,33,0,3.29
Agentic,Copilot,ApplicationInsights-Java,c17b779d5bab2728a4f4bb0fd0040c9254219b4f,33,33,0,3.31
Agentic,Copilot,ApplicationInsights-Java,b734932f434e38d6cc3bb8166ac7011053559bbd,33,31,-2,3.9
Agentic,Copilot,azure-sdk-for-java,52f13164f4c64970cf85cdba9ecc00b8543c4fda,139,134,-5,20.31
Agentic,Copilot,eo,cb7f7774cd8cf1ff4ce8813bc60dffce838396e8,18,18,0,3.77
Agentic,Copilot,WxJava,c120cdd92683ebdaba9743fc2910aa54a5ec20ce,24,30,6,3.19
Agentic,Copilot,camunda,e90ba640c81ecaafc34532365d570f3fe96fa209,11,11,0,12.14
Agentic,Copilot,camunda,455602fee42f7c6657813ee44b963d168972678a,8,1,-7,10.57
Agentic,Copilot,ApplicationInsights-Java,ed6b3dc6b66892f0fbc863889c9a23928e12af52,4,9,5,3.65
Agentic,Copilot,ApplicationInsights-Java,0ac56195b88aab4eecb5ec23853b164443af03c6,11,8,-3,3.8
Agentic,Copilot,ApplicationInsights-Java,5fbdf6222ea89ad85b4f0ca8dfdc523dd0803b6b,4,4,0,3.65
Agentic,Copilot,ApplicationInsights-Java,e1c279ea3a6eb681b9469412de0d1d4f1d17aea0,4,4,0,3.6
Agentic,Copilot,azure-sdk-for-java,44e6e8eb6cb1dfece241e604cc3d4452e9d11a98,53,56,3,17.27
Agentic,Copilot,eo,e26ed58b40373cd709f235ee4ad0ef803951b0ea,2,7,5,3.3
Agentic,Copilot,eo,d877a11bca0315014754e60c59027eca55324f63,30,32,2,3.45
Agentic,Copilot,typespec,2512eff9cf2f9fa928bb11ac34574f26b8295a2f,0,137,137,21.61
Agentic,Copilot,camunda,050bd370f026ad946c07fbd0694a922e3c2f2796,16,16,0,12.25
Agentic,Copilot,camunda,ef97ab5bf61566d507e9961afdce71fbd04337dd,3,2,-1,10.7
Agentic,Copilot,camunda,5f6cc29bb5e7f3fed9aa4ad226fef03182df6dd5,2,3,1,10.83
Agentic,Copilot,edumips64,c720ea1fe4b8be6a9d2226262bb944b4be7c7b1c,28,28,0,3.24
Agentic,Copilot,edumips64,be77163f4e6c9f5d0731fff84f1f3b780bec29cf,19,21,2,2.86
Agentic,Copilot,edumips64,72b2bec32c318b2a7ce7cfd3e6e65631e3354e8a,27,30,3,2.97
Agentic,Copilot,edumips64,4397f3b520dd3c0faa03670159e414851f7e27b6,156,156,0,3.35
Agentic,Copilot,edumips64,f48fe34345177ef77e8f21d433748ac8dc62c175,177,164,-13,3.42
Agentic,Copilot,edumips64,344653985f21ea96f18fe0aeceb34c383a06f523,4,3,-1,2.91
Agentic,Copilot,ApplicationInsights-Java,323f35ed2b119cb3fe655df639e12c7a9eb6d449,51,51,0,3.94
Agentic,Copilot,ApplicationInsights-Java,ffa8a8d6007d0f3524ae25210200afc20b2633c9,51,51,0,3.5
Agentic,Copilot,ApplicationInsights-Java,ce68488afffc28f126e25bd1ee5bc9cc9dedd443,51,51,0,3.4
Agentic,Copilot,OpenKeeper,33bec5c31c65dd0fa354d9d038ef5ff365d79299,24,42,18,3.13
Agentic,Copilot,azure-sdk-for-java,f127d48e02dd87c3a23dcebee9971602b6674ab7,4,6,2,17.07
Agentic,Copilot,GSYVideoPlayer,db5618985c77f6475d6199717389255aa2d82588,33,33,0,3.12
Agentic,Copilot,mixpanel-android,7d0884cbedc28e561ab38d678ef2e4d784d436a6,54,60,6,3.11
Agentic,Copilot,mixpanel-android,e54131e8bc80ef40f3209c6caabd8a0131cde170,27,27,0,2.89
Agentic,Copilot,jira-plugin,9b0fd631d502a2036c7a01245870d140be2c5d7f,146,58,-88,3.57
Agentic,Copilot,jira-plugin,00e60c7e1ef1eeb67a15d51750c5383a1e225403,144,145,1,4.32
Agentic,Copilot,jira-plugin,a86ff1d29e9a9c5fcba1e70a0d1308f06143f5b5,39,47,8,3.01
Agentic,Copilot,azure-sdk-for-java,2f6e85e8e7d051687bef51f5159d8049f6e9621d,92,96,4,14.41
Agentic,Copilot,azure-sdk-for-java,4bc5200f21d2ba372e401ee5d9efb28883077167,295,295,0,9.25
Agentic,Copilot,azure-sdk-for-java,0a58884c3301b408da46f540a14fde4cb5a17a36,367,368,1,9.47
Agentic,Copilot,azure-sdk-for-java,3d2164bb21b21301223da25edd6e62600fb78405,368,367,-1,9.56
Agentic,Copilot,camunda,65b4b94a9ee380e30c85c2b8c0ed750eb8484c20,217,222,5,13.72
Agentic,Copilot,camunda,d1caae19d4ec23386679b87f4dc2fe41f9ef1f92,11,16,5,12.9
Agentic,Copilot,camunda,9e33743f03e5ff92125619f98e35a7158d1152d9,16,15,-1,6.77
Agentic,Copilot,WxJava,5a1fb5061ce0b80c5eeaf9361df1fd0dce1065a6,13,3,-10,3.06
Agentic,Copilot,valkey-glide,32fe196ee10fd3235bd58633671eaaf6b24c2560,257,257,0,4.83
Agentic,Copilot,bsl-language-server,1beb499fbe81153837c494f7b3bfefc4814f9ff3,125,187,62,3.45
Agentic,Copilot,bsl-language-server,94794a03a29ed41db68b03b59cc8752d9a58ff5d,6,5,-1,3.43
Agentic,Copilot,cactoos,adf4b7443a2e9a53599e7cb7c208fe284e56bcb0,86,86,0,2.88
Agentic,Copilot,camunda,0c5cfcf3b0d2134d2bcbf33d2bdcbeb924b41e23,365,364,-1,12.93
Agentic,Copilot,camunda,1c24ff6a8f96ec1f432b38f7b45bf3c3b8bd185b,133,133,0,7.14
Agentic,Copilot,apollo,d92807a6eb9beda128aa6d6e31734892c6e3f7d4,64,64,0,3.58
Agentic,Copilot,apollo,c5467d520373ff831d18e795ae0fc61dde37a47d,64,69,5,3.28
Agentic,Copilot,apollo,f94a25abc058d3014be59789f53b5eb826be15c6,29,29,0,3.12
Agentic,Copilot,apollo,10866bb2894c13c2e4764c01d789e44d3fa930b6,29,28,-1,3.11
Agentic,Copilot,apollo,48fd3d5da4db3765a0316e9715a2836c5584529c,68,68,0,3.14
Agentic,Copilot,camunda,6ab533c29fd2a212f660a7b1d8ef5113f135ab64,116,56,-60,13.4
Agentic,Copilot,camunda,7fb1a44e11edbf763de42bd32dd3e5351a7e091e,52,126,74,11.63
Agentic,Copilot,camunda,260b0cfaaaaacd81f2569a8fb8097a76dcec7341,4,6,2,6.57
Agentic,Copilot,camunda,77f730bb668410ebb03c0f3b5e78c668e7e5d127,18,9,-9,6.44
Agentic,Copilot,camunda,10d5a88beb8127cbebe1a952437cc91ae7da0cc9,162,162,0,7.57
Agentic,Copilot,camunda,d20e4436e90dbc21c28a84158ceb0948917e5f13,33,33,0,6.78
Agentic,Copilot,camunda,adcb999a1d862d2fdbc74f0f101d0c654ea40a8d,2,3,1,6.54
Agentic,Copilot,camunda,6c615ffe067542220680978dba60ae6f42edfbbd,121,119,-2,7.35
Agentic,Copilot,camunda,cb350d62d40fd66f8d2b101aaf534513cf9a7ec8,57,57,0,10.99
Agentic,Copilot,camunda,512fa81365f51aec4d7cabae2958a32818bcd14c,9,9,0,10.67
Agentic,Copilot,azure-sdk-for-java,49d9b8f04fb5499e3ee72e4511828d40e5394529,73,73,0,17.99
Agentic,Copilot,azure-sdk-for-java,c7732a5672b4911f0107ca000b323b06331cafb4,43,51,8,15.04
Agentic,Copilot,azure-sdk-for-java,d30ea31debe8f78f7413e8ea307feafe06c1bc69,40,40,0,19.55
Agentic,OpenAI_Codex,Chronicle-Wire,85407ae9cb4e1d866c10a863a1659d1252181186,39,41,2,3.02
Agentic,OpenAI_Codex,java-util,a4d87446d0941fbdeb82a8fe679653e7b4a3e7d4,4,4,0,2.93
Agentic,OpenAI_Codex,json-io,f00e5502823baa56720c23b25257ca0cbc534562,7,7,0,2.69
Agentic,OpenAI_Codex,test-driven-spring-boot,4dc8b9d16dbd77cdda6d5b3b99f3c22a2a6a378f,5,5,0,2.58
Agentic,OpenAI_Codex,java-util,293f00b86a2b1e60bd3b9ce781186a906bc83937,118,123,5,3.46
Agentic,OpenAI_Codex,java-util,2bc788452618e10d03d4a30b0c3a3dc2239c15ac,13,14,1,2.86
Agentic,OpenAI_Codex,Perl5-IDEA,190867dc953abb8a42870ca1f346219120336598,345,108,-237,4.3
Agentic,OpenAI_Codex,Perl5-IDEA,0318b8f7439a575711c389079d58d53cf8d7d64a,108,108,0,4.07
Agentic,OpenAI_Codex,Perl5-IDEA,0336afecaf30ec989fdb4d1947190780de857b4a,108,108,0,4.34
Agentic,OpenAI_Codex,java-util,04e0f9c4a24d524f646b220fce99d31848d98e10,109,109,0,3.75
Agentic,OpenAI_Codex,Chronicle-Bytes,3eac9803a61b03b28222d594be881dff4b8eeedf,12,12,0,3.01
Agentic,OpenAI_Codex,AndroidTVMovieParadise,17ba2e4e7f315dc618b818b12a2a02fc58081a28,24,24,0,2.78
Agentic,OpenAI_Codex,java-util,fe62434bd8155a2d01be8729ab447ef7931e30fa,3,4,1,2.74
Agentic,OpenAI_Codex,Chronicle-Wire,1d54ec8f67ba3e6a7ac61da002960242a2023a1c,40,40,0,3.42
Agentic,OpenAI_Codex,operaton,a4a6a67c6228866c2bf801b9463f9e6ca25d1f35,26,30,4,3.17
Agentic,OpenAI_Codex,java-util,4ac124aa9e73cc91dca062fde8c4b6af1d9f7739,5,5,0,2.71
Agentic,OpenAI_Codex,Java-Thread-Affinity,9badab6bbb5fdcfc191306ebb8e597dfaa218aa2,52,52,0,2.72
Agentic,OpenAI_Codex,java-util,fa8f2cc2f6ed841e6f20c705ea7fbdb990d9bce6,4,4,0,2.94
Agentic,OpenAI_Codex,Chronicle-Wire,1699f6c41f61d41a1c9fd8f9aa0a1d9b24b1e4a8,12,12,0,3.13
Agentic,OpenAI_Codex,java-util,3518353e2e2ce8f34f4cc70c58ed843e820bb769,47,47,0,3.11
Agentic,OpenAI_Codex,Harmonic-HN,8c9af5536640d744611858eed10c3d7b79d58813,195,195,0,3.51
Agentic,OpenAI_Codex,DNAnalyzer,32c6708949e4d95d24564489bdc6474ae6a31ae2,4,6,2,2.67
Agentic,OpenAI_Codex,java-util,415d127390083133f7ef51405d19aa9844533fa8,29,29,0,2.74
Agentic,OpenAI_Codex,java-util,55ec77fec1468aa6224c9f7d22ed05bc4b3ad318,37,37,0,3.38
Agentic,OpenAI_Codex,stingle-photos-android,df3376f7ba760b3e2c34084e5021e9e8b9fba50d,30,30,0,2.87
Agentic,OpenAI_Codex,AndroidTVMovieParadise,98abf3f551bfceaca46058e442dde3d2031e19f2,2,2,0,2.61
Agentic,OpenAI_Codex,Chronicle-Core,fdd1fc580a67f9780d9c2d8d84537ef4d4d9ae29,16,16,0,3.39
Agentic,OpenAI_Codex,java-util,b19e46bdfc21a2ca3891332d16078d39e9ab9e4c,9,2,-7,2.85
Agentic,OpenAI_Codex,java-util,370113b57f519ee9188a14ba58a348311f53a129,228,229,1,3.07
Agentic,OpenAI_Codex,Chronicle-Wire,f31f4bf25a6379fe96fa3ce1b708dfcd0fe4273c,10,10,0,3.14
Agentic,OpenAI_Codex,json-io,3d8203b982ff94a8d5242d2779095f204b3cb9db,67,66,-1,3.29
Agentic,OpenAI_Codex,Harmonic-HN,3423d9759f97a7bc64501022961c7f593fd991de,117,119,2,3.3
Agentic,OpenAI_Codex,Harmonic-HN,d3028a29133ca00f1802cdd6d4a503b185916ccd,175,178,3,3.58
Agentic,OpenAI_Codex,AndroidTVMovieParadise,02f8ea54f0fb8efd1267865ccd0eed00446c760a,19,20,1,2.9
Agentic,OpenAI_Codex,java-util,b8f7bab05d1280c6ec8c83d6f1be00337e854ba9,88,86,-2,3.27
Agentic,OpenAI_Codex,json-io,ed8b28f0f40af456f2536f7882869c91617253ee,22,23,1,2.97
Agentic,OpenAI_Codex,java-util,8e1bf082cc65798a3fd8686de123dd6d3abf1d9a,27,49,22,2.98
Agentic,OpenAI_Codex,Stirling-PDF,d943262dc6543c3f227ab878a0b8c2229227c6cd,10,8,-2,5.07
Agentic,OpenAI_Codex,java-util,9cec4aa3f4ece3414256eb5a24780a9c93a9a904,10,10,0,3.13
Agentic,OpenAI_Codex,java-util,a36486c0d59888dcd1c07f55f24452035ed7a0f7,16,16,0,2.76
Agentic,OpenAI_Codex,java-util,8a67cae18f473dbf1e30121860a0f760903502e4,35,35,0,2.87
Agentic,OpenAI_Codex,json-io,cbcb92dcc42f98030fe3ce1cfea840b55a032595,72,71,-1,3.41
Agentic,OpenAI_Codex,java-util,4d7f80ca800066469f4a107b43a76b5ff6a9c97e,22,22,0,2.78
Agentic,OpenAI_Codex,json-io,17a5cc656273877dcbc7e1b11a9c7e24c1727919,67,67,0,3.37
Agentic,OpenAI_Codex,Java-Thread-Affinity,dc0475c93b7d4f3eaaff23c2d6dcde16ea271e4d,2,2,0,2.52
Agentic,OpenAI_Codex,Chronicle-Wire,0c9c7cf77038a0031f84a7cb74cd83c7a11f5d98,12,12,0,3.09
Agentic,OpenAI_Codex,Chronicle-Bytes,d5f93110279672d74f2970c1590b0a81378ed4b0,21,32,11,3.21
Agentic,OpenAI_Codex,Java-Thread-Affinity,fa876c49f7aded43a3fbedd812827794ff00ff69,56,56,0,2.84
Agentic,OpenAI_Codex,Chronicle-Bytes,81c70ac4ca7db8172f039b52b37487f4851b8126,43,43,0,2.98
Agentic,OpenAI_Codex,json-io,0aaccad62b17de7042f291762fc36c43078814aa,18,18,0,2.67
Agentic,OpenAI_Codex,json-io,0a08da98fe97b4722834bbf9663f94e68274d415,10,8,-2,2.79
Agentic,OpenAI_Codex,AndroidTVMovieParadise,5b57491ce7b4e043f9da31d566d3e120a35f22ff,1,2,1,2.49
Agentic,OpenAI_Codex,java-util,7f449caf5277f3eeac6ace89c844f1f62ed0afcd,31,36,5,2.89
Agentic,OpenAI_Codex,operaton,a66410b72e994d5555fd89ef4e9045a77f31139b,74,74,0,3.64
Agentic,OpenAI_Codex,DNAnalyzer,b314a663e82b3523ae79c14502879664b41a395b,23,25,2,2.91
Agentic,OpenAI_Codex,Perl5-IDEA,ebbf3bec6dc7d8d2f9bb9aefdf4440055f2f5e05,248,248,0,4.53
Agentic,OpenAI_Codex,java-util,86cabff38542c6a5f33f1b683940356bbe4475ce,15,14,-1,2.94
Agentic,OpenAI_Codex,java-util,1a0eda8832167c414d6270fea3b6df2ebc2228a9,138,131,-7,3.24
Agentic,OpenAI_Codex,java-util,dffa1d04f34503036adffd25c61ec0a855f05ad5,7,7,0,2.86
Agentic,OpenAI_Codex,Java-Runtime-Compiler,cac43af52710b78c0de1c47edfad5c2412c5f5d2,3,3,0,2.7
Agentic,OpenAI_Codex,json-io,99fbf59da769a147b2b2fdb5de1431160d6db522,11,11,0,3.41
Agentic,OpenAI_Codex,Chronicle-Core,c46980239600fbe59b3bf065243cdc8f93aa9b6a,114,117,3,3.34
Agentic,OpenAI_Codex,java-util,7d10c70cc00de78a84408e4111384e6296dac937,88,88,0,3.36
Agentic,OpenAI_Codex,Java-Thread-Affinity,8617c7cd892e70766b1d920ad433238bab435283,4,4,0,2.47
Agentic,OpenAI_Codex,DNAnalyzer,643ae70e0e4e98253c99dd784843c81b39a2bb13,11,25,14,3.02
Agentic,OpenAI_Codex,java-util,15a0d0c601944cf61b11b88022e5613075b5c3cb,216,221,5,3.25
Agentic,OpenAI_Codex,DNAnalyzer,bf7e96ed0541baa759bb3d3106539010b4829fc5,46,59,13,3.17
Agentic,OpenAI_Codex,plantuml,0c0cd6d658b3dce39de2e54b05a4a389dc980bfd,3,3,0,2.83
Agentic,OpenAI_Codex,java-util,80edb6bfecb2c9e025a5cb3a7ac9c91fcea19955,61,62,1,3.21
Agentic,OpenAI_Codex,dd-trace-java,769fb64c58518fdca3c65082e2972610cabe6df0,1,1,0,5.37
Agentic,OpenAI_Codex,DNAnalyzer,e58e8b7347354187e5d2fcff513a67193ad8948f,5,6,1,2.83
Agentic,OpenAI_Codex,stingle-photos-android,6848ecae954905121aec023b7906034e29346ccb,63,63,0,2.98
Agentic,OpenAI_Codex,test-driven-spring-boot,ec90b7d93552041353b3af92273e330c3ec85f56,17,17,0,2.57
Agentic,OpenAI_Codex,test-driven-spring-boot,1058940cd7720a134b3d04bc82ec3958925fa021,5,5,0,2.55
Agentic,OpenAI_Codex,java-util,1303e05be0fa5f2231cc3d1360f51902f8c8a162,17,18,1,3.18
Agentic,OpenAI_Codex,Chronicle-Wire,da352a470d06209f9cf4b08966532673e3a76b24,49,49,0,3.94
Agentic,OpenAI_Codex,Harmonic-HN,1ccc2d3eedb9b725d4eb9b632c06a05d53b4849f,3,3,0,2.51
Agentic,OpenAI_Codex,java-util,55e5764f6ce0f3ccf608472ae37a5dcdce6cd52f,8,8,0,2.79
Agentic,OpenAI_Codex,Chronicle-Bytes,a234db6950b9ed70188bb2233c898aa16d2f1595,9,9,0,3.11
Agentic,OpenAI_Codex,Chronicle-Wire,617844fbfabcee40490e2c9689f74697ef3d801d,599,599,0,6.69
Agentic,OpenAI_Codex,json-io,f59a733dc6e943c7db42287cdfed70bdca48eb5f,38,38,0,3.0
Agentic,OpenAI_Codex,java-util,c4cde32968b74b68383ff54fa723bce456dc8c0f,25,25,0,3.32
Agentic,OpenAI_Codex,test-driven-spring-boot,d8f445dc14543f8e252f607b3cac5910d2a8305d,7,7,0,2.6
Agentic,OpenAI_Codex,Chronicle-Wire,483d7fb8ef4b5a0ca33bd230f361fcb30f185f37,161,161,0,4.43
Agentic,OpenAI_Codex,java-util,1248afe23137fc85932405a05a4577d348817ff7,118,140,22,3.59
Agentic,OpenAI_Codex,Chronicle-Core,57cf7e7ae27a76dcb0e74f31de4c21b289e78f2b,5,4,-1,2.93
Agentic,OpenAI_Codex,java-util,0b7540a1dd2ce48be55002e4dbf10bd986c4c011,37,37,0,3.48
Agentic,OpenAI_Codex,AndroidTVMovieParadise,05330118f39f92759de9dfc401a9dab7afa72494,10,10,0,2.6
Agentic,OpenAI_Codex,2006Scape,0e1f8ccd3c2f37cbac1e2a75824333fd0322bd1d,4700,4700,0,4.16
Agentic,OpenAI_Codex,2006Scape,b02eb4c5b725bd8491c6d7074230a042dbd36f5f,4695,4695,0,4.16
Agentic,OpenAI_Codex,2006Scape,505f7d32d252eeb22b536c728e07a81a5aeec51d,4695,4696,1,4.03
Agentic,OpenAI_Codex,2006Scape,0d27f23ebf2a3fb927fb2df8dd02bb6de008b3b7,4696,4696,0,4.08
Agentic,OpenAI_Codex,2006Scape,51071ea3ac92d17341c178f56c1eb42aaf589953,4696,4696,0,4.15
Agentic,OpenAI_Codex,2006Scape,483583afbab29cb261ed1c97e146cc0f1744015b,4696,4696,0,4.12
Agentic,OpenAI_Codex,2006Scape,9e24d645dfdd3c0586c6320b58978408e21d95fb,4696,4696,0,4.04
Agentic,OpenAI_Codex,2006Scape,58a696ff4563000d44c4d41da7bac94076f2367f,4696,4696,0,4.02
Agentic,OpenAI_Codex,2006Scape,38c4941648474bdc12fab52e1ba9163b8d2a9975,4701,4700,-1,4.11
Agentic,OpenAI_Codex,2006Scape,15e714c72ad2f8bbd033780743ac62c1f023d12d,4695,4695,0,4.24
Agentic,OpenAI_Codex,2006Scape,0a5867b9d35dbb7de981f1478b7553468ce07fa9,4695,4695,0,4.26
Agentic,OpenAI_Codex,2006Scape,1362724de33217f62e9fe674f9955e9afcdc3653,4695,4695,0,4.16
Agentic,OpenAI_Codex,2006Scape,148803a6e9ab52f19a2b5e8aa3c7a7751f519cdc,159,160,1,2.73
Agentic,OpenAI_Codex,2006Scape,5f28291df09e060187d41df11c09bf88f7bcca9a,832,832,0,3.28
Agentic,OpenAI_Codex,java-util,23db1a8975f38c225048328e1a221726811f066a,5,7,2,2.99
Agentic,OpenAI_Codex,Java-Thread-Affinity,ce10cdd7238e77ada05e12792a5aaeda387a432b,11,12,1,2.81
Agentic,OpenAI_Codex,freeplane,6431b72acd25451033f2b18ad989b8e2f9ee101b,200,200,0,4.91
Agentic,OpenAI_Codex,json-io,9723f823b59abb868eae346679384145c8d6e652,28,28,0,3.2
Agentic,OpenAI_Codex,Chronicle-Bytes,caf1c55ee47195e01c4be896b6f08e264c7a18b6,36,37,1,2.76
Agentic,OpenAI_Codex,Chronicle-Bytes,e5841a82aca9d444cb4c2e26387c255757ff353d,37,37,0,2.79
