dataset,agent,repo,commit,smells_before,smells_after,delta,runtime_sec
Human,Human,WeChatLuckyMoney,8a88e3bf17574c5a718080d1d9be535460b02521,0,0,0,0.52
Human,Human,WeChatLuckyMoney,73b735bd6f88550b09c7ed7f24adc59dd5cf2329,0,0,0,0.49
Human,Human,WeChatLuckyMoney,b10e2ee3ee2436a119e192c763b70f30e3fe2221,0,0,0,0.51
Human,Human,WeChatLuckyMoney,33e5e432369cc92ca4491262a25b017db53430f7,0,0,0,0.5
Human,Human,WeChatLuckyMoney,717a3db730b514bab49f6cd13aa33fcc43a1fa3b,6,7,1,2.43
Human,Human,WeChatLuckyMoney,63ffc4355c1f87645478eb57cc30c22e1749d341,8,8,0,2.45
Human,Human,bottomsheet,85024ab6170b0f18b8c307e5ced4836af4a05594,44,42,-2,2.67
Human,Human,bottomsheet,c3d365a648b9c17d64e929c03d94825059053dec,40,44,4,2.68
Human,Human,bottomsheet,9ac241ca0457f946c2bca733dd27d600658feb1b,16,16,0,2.51
Human,Human,bottomsheet,4e1c4a445e74665f84b54c5c51c9df694cb3d393,39,39,0,2.67
Human,Human,bottomsheet,97a4f468976c7bdf44b2acc9e619332eb2212049,39,39,0,2.6
Human,Human,bottomsheet,f4c1e2a405d7f3f23ab0e13df5852b43f1041c83,39,39,0,2.7
Human,Human,bottomsheet,e810e3e16b5f131f0c980bccbe3764756ac8167c,19,19,0,2.5
Human,Human,bottomsheet,ec8ec41c66b04b1b5bd835f215dc85a3e4286aa3,23,23,0,2.71
Human,Human,bottomsheet,566d0773fe84f4619ac5c56108fd19967b9192f9,40,40,0,2.66
Human,Human,bottomsheet,e8d8b9a7980e9a403b80792833a36196a4033a5c,39,39,0,2.56
Human,Human,bottomsheet,0a3a7e3a5423dae6ade2031fc10298275d4f9e30,37,34,-3,2.68
Human,Human,bottomsheet,bc1d121507f196d41ef0904540781c07f08dea3d,19,19,0,2.52
Human,Human,bottomsheet,7b0e1a8afc82f8bac21a7d60efc8180600f27284,26,26,0,2.56
Human,Human,bottomsheet,e64581196c5a1d9cf9a09185b8af20b210b517c9,19,20,1,2.51
Human,Human,bottomsheet,5b21b0fe8cba9b005381145b988b67e8934a1ea7,34,34,0,2.74
Human,Human,bottomsheet,efa2d61d61a744d216d4ea3c35450783952f5d7e,1,1,0,2.29
Human,Human,bottomsheet,82f0e8624705b82f99e051116614dcde7199a901,17,17,0,2.52
Human,Human,bottomsheet,e732be7b2151a38feabc6c54f4bdfe6119e69f85,19,22,3,2.71
Human,Human,bottomsheet,6a7e79b7e1f782649fa56e6e2ff683bd123c2260,19,19,0,2.56
Human,Human,bottomsheet,a34a855929167585cf6acc46389f59e6813d8cb2,35,39,4,2.64
Human,Human,bottomsheet,480f421e2729aabfd9357bda29ff714756f8cc1d,35,39,4,2.62
Human,Human,bottomsheet,b5ee74e3af0640483093fbbd9bd1dcd6c3d70113,21,24,3,2.53
Human,Human,bottomsheet,57bbe7bbd5b0f91e8aaff548251782ab69b5a491,35,35,0,2.61
Human,Human,bottomsheet,d40a68ad892e3722099068834909fa923cadbbf5,35,35,0,2.58
Human,Human,bottomsheet,821e8b88d99f1281718a451a960c060dc8950d89,31,35,4,2.58
Human,Human,bottomsheet,93ac798c468713881c8885bdafbd2d553f19c1fa,35,35,0,2.57
Human,Human,bottomsheet,cf62a9a0a403c90d676bd5187f8bdc4a47b07097,33,37,4,2.63
Human,Human,bottomsheet,25a3948117819b23e0f0b5c72d5f00bf5b443d8f,30,31,1,2.66
Human,Human,bottomsheet,b81d8ed21115e003690f67aa88a20b3d3eab2467,30,30,0,2.59
Human,Human,bottomsheet,021140fe846a7e6c3ebbda597b1cdece8d61bd2e,3,5,2,2.4
Human,Human,bottomsheet,a13a349598edd044a01cafaeac48155d455c3808,20,20,0,2.53
Human,Human,bottomsheet,1ef4afcb1089b8e3507f9c14537f367e16173423,21,17,-4,2.56
Human,Human,DDComponentForAndroid,9e5b3555cd1bd19601d437c3d27262e2d59bcbc6,15,30,15,3.01
Human,Human,DDComponentForAndroid,188e3a7a5f1b01f6de4398f84e807f55a719b40b,3,2,-1,2.53
Human,Human,DDComponentForAndroid,6624553543c71e71fa373b867dbec715dfd2a5e7,12,17,5,2.63
Human,Human,DDComponentForAndroid,7465d20c8781c49cad1f7dbb038136285fc21114,20,24,4,2.83
Human,Human,DDComponentForAndroid,72b26c25cf7e02748c11283df26f6e7b0d9dd715,3,6,3,2.59
Human,Human,DDComponentForAndroid,12a6023dd667c274fc51bce1f2d59381723f0808,9,28,19,2.74
Human,Human,DDComponentForAndroid,be25e046538741b7575c13a65a95f3a4ef9ccf0d,19,19,0,2.8
Human,Human,DDComponentForAndroid,d9b22006a55eac35f1185d1063b0a634278351c1,12,16,4,2.67
Human,Human,DDComponentForAndroid,d1ad8aba54739d5b9ed304f17d9f9456a5087bee,8,5,-3,2.52
Human,Human,DDComponentForAndroid,2b9763cac280733a49fc394851201d67cd0b124b,9,7,-2,2.55
Human,Human,DDComponentForAndroid,6ed700e468ada68d4505fd48fec36006f140ef2c,26,26,0,2.81
Human,Human,DDComponentForAndroid,72b26c25cf7e02748c11283df26f6e7b0d9dd715,0,0,0,0.56
Human,Human,DDComponentForAndroid,12a6023dd667c274fc51bce1f2d59381723f0808,0,0,0,0.61
Human,Human,DDComponentForAndroid,be25e046538741b7575c13a65a95f3a4ef9ccf0d,0,0,0,0.59
Human,Human,DDComponentForAndroid,d9b22006a55eac35f1185d1063b0a634278351c1,0,0,0,0.56
Human,Human,DDComponentForAndroid,d1ad8aba54739d5b9ed304f17d9f9456a5087bee,0,0,0,0.56
Human,Human,DDComponentForAndroid,2b9763cac280733a49fc394851201d67cd0b124b,0,0,0,0.6
Human,Human,DDComponentForAndroid,6ed700e468ada68d4505fd48fec36006f140ef2c,0,0,0,0.57
Human,Human,DDComponentForAndroid,9e5b3555cd1bd19601d437c3d27262e2d59bcbc6,0,0,0,0.59
Human,Human,DDComponentForAndroid,188e3a7a5f1b01f6de4398f84e807f55a719b40b,0,0,0,0.52
Human,Human,DDComponentForAndroid,6624553543c71e71fa373b867dbec715dfd2a5e7,0,0,0,0.5
Human,Human,DDComponentForAndroid,7465d20c8781c49cad1f7dbb038136285fc21114,0,0,0,0.62
Human,Human,freeline,4791bb1404a478f3fdbdd344a15d4140bdc208e2,288,260,-28,6.29
Human,Human,freeline,b2cc233ef171016bb678a30829a66e8f7b266c69,13,14,1,3.38
Human,Human,freeline,1e558426057007fc82032c45c8e7a1f828007fa5,41,43,2,3.37
Human,Human,freeline,07a7c3bc3896a4511d2d454c050d1521d8d39b28,31,35,4,3.08
Human,Human,freeline,854297c7af65f674a903e06aa96b95cdc7692b27,37,55,18,3.41
Human,Human,freeline,341273b5b3fc40f743d8a343b2a348d9e3a61b09,7,10,3,2.64
Human,Human,freeline,436a16732dc9b4e4d8397ce1ddc31924b521b09a,11,11,0,3.13
Human,Human,freeline,3b4ddb1858217f7bb5263e6f0295082bc162d9c5,2,7,5,3.18
Human,Human,freeline,4d821fc3265fec157a19adc957b5d7503481da18,1,1,0,2.58
Human,Human,freeline,c7ba6a882c9f8d707090e23dfba19ca4cf7c1d9b,3,1,-2,2.8
Human,Human,freeline,99d7471f14c7b6dc96fdfb7d4845ba0a799b7e95,30,34,4,3.28
Human,Human,freeline,d917b992b612f1bbc4066dd7d3bd10fe031a3c88,8,10,2,2.73
Human,Human,freeline,6bca4e67c8c8d033239c729198b69ad3a13249a0,5,19,14,2.82
Human,Human,freeline,3fb2464a0054e1cdc4391e85d761a718f0c4a6d2,28,27,-1,3.02
Human,Human,freeline,66e7b429dfae1c3d3192ba8ed52383d621cc854e,15,15,0,3.0
Human,Human,freeline,66e7b429dfae1c3d3192ba8ed52383d621cc854e,0,0,0,0.64
Human,Human,freeline,99d7471f14c7b6dc96fdfb7d4845ba0a799b7e95,0,0,0,0.96
Human,Human,freeline,d917b992b612f1bbc4066dd7d3bd10fe031a3c88,0,0,0,0.55
Human,Human,freeline,6bca4e67c8c8d033239c729198b69ad3a13249a0,0,0,0,0.6
Human,Human,freeline,c7ba6a882c9f8d707090e23dfba19ca4cf7c1d9b,0,0,0,0.61
Human,Human,freeline,3b4ddb1858217f7bb5263e6f0295082bc162d9c5,0,0,0,0.57
Human,Human,freeline,4d821fc3265fec157a19adc957b5d7503481da18,0,0,0,0.55
Human,Human,freeline,c7ba6a882c9f8d707090e23dfba19ca4cf7c1d9b,0,0,0,0.57
Human,Human,freeline,4d821fc3265fec157a19adc957b5d7503481da18,0,0,0,0.56
Human,Human,freeline,3b4ddb1858217f7bb5263e6f0295082bc162d9c5,0,0,0,0.56
Human,Human,AndEngine,6dbfd36fe8e146a4a04df80129121721b9457c5f,309,315,6,4.09
Human,Human,AndEngine,76992d7184c58ffedf73d7955ef9660c5880a4e0,271,312,41,3.6
Human,Human,AndEngine,bd769ef7b39e65f66003c8d6608a3eb7af874149,22,22,0,2.54
Human,Human,AndEngine,42f97ca1f1e22a4972dbc5c1539225143e17af86,119,121,2,3.11
Human,Human,AndEngine,48759bd7a279b32e8ccf4e0dea963f7591c5c3c4,19,19,0,2.77
Human,Human,AndEngine,d210d6cbd83565318d8debbed1c09aeaebf14b83,29,28,-1,2.58
Human,Human,AndEngine,38811009c000273b5bdf5130f934afcec7eea949,20,21,1,2.65
Human,Human,AndEngine,b3a12df59720bb399377dcf07732b68c371be890,49,56,7,3.04
Human,Human,AndEngine,852235b31b4b2e018e250f2d29e42dd0bf0f9240,16,16,0,2.75
Human,Human,AndEngine,9f44071f5285d0d49d55104324404e3ff300ab16,52,60,8,2.83
Human,Human,AndEngine,c118f22ff0b66e3afde48fe1c8dcd87a1295a0d3,3,5,2,2.7
Human,Human,AndEngine,ed18d7a685bdcc54855ecbb77488e79d321c1200,4,4,0,2.58
Human,Human,AndEngine,1b00ed28cf385666513f7a8794dcff45bc8125d5,9,9,0,2.66
Human,Human,AndEngine,62feb72e63e9088418cb7b374f00d58ec99ac32d,5,6,1,3.11
Human,Human,AndEngine,1bcad62bcb98e12dd462d1c0cde3e9ddbfbf3b4b,22,22,0,2.96
Human,Human,AndEngine,4db8c5cd05131f21285e5369320c0e10fc413ede,6,7,1,2.72
Human,Human,AndEngine,a40af1373b769b133825df60aac87d459c1b1ce4,10,10,0,2.83
Human,Human,AndEngine,dcdeb80dc82f5407b154c49bef1b96470fc645dd,100,100,0,2.91
Human,Human,AndEngine,d5db7daad7ec1332f0b4e4822bfe47812a03b407,1,1,0,2.56
Human,Human,AndEngine,9e6eb5e3934a740c2240944e1e945c597e3bfa69,28,28,0,2.77
Human,Human,AndEngine,356577bc93c143c95fef281898b8b864ea3735cb,56,56,0,3.37
Human,Human,AndEngine,3574beda0ccbfcf5864bca3dc03436386380894c,4,4,0,2.72
Human,Human,AndEngine,1b00ed28cf385666513f7a8794dcff45bc8125d5,0,0,0,0.67
Human,Human,AndEngine,8bb2835ebd609c8af2ed906c1562e6c0e77c0466,3,3,0,2.89
Human,Human,storm,85895c84ed28eb75ec6e5f7997cda74ce1bed61f,12,12,0,3.4
Human,Human,storm,46cc0fcfcff077ede12cb14168db8fd11df8b227,2,2,0,2.65
Human,Human,storm,ceb002f155e599c73a86021c5dea0aec43a8c204,1,1,0,2.53
Human,Human,storm,aac85e221722d61ba9a2aa2395ca6a5504028a95,1,1,0,2.92
Human,Human,storm,758616c624fba00c1133ae197989d3f785495039,1,1,0,2.69
Human,Human,storm,02b61b69855f9b0475d7d3473ed29730b1c26355,1,1,0,2.53
Human,Human,storm,89968250e16635fe37e5f45c7484a07c88d83233,5,5,0,2.69
Human,Human,storm,ceb002f155e599c73a86021c5dea0aec43a8c204,0,0,0,0.59
Human,Human,storm,aac85e221722d61ba9a2aa2395ca6a5504028a95,0,0,0,0.58
Human,Human,storm,6ac59944b98fc2450c2d511dad47c7b8e2e4ee1c,9,8,-1,3.02
Human,Human,storm,f9cf61d75e49305e41e06736f1dd75f4c7c2abfa,8,10,2,2.9
Human,Human,storm,966bb5381c0547a940bdeadcaab6bb30ebfd5cd2,7,6,-1,2.76
Human,Human,storm,9f22f7e566a4135989b4b81cf793ad26a622f49e,12,12,0,3.08
Human,Human,storm,66aadc3037db57b8c1b549e630d8d8cc3fcbccc4,11,13,2,2.96
Human,Human,storm,22c7a8da5bbc00adb400b8d6a17139ae17483635,14,17,3,3.35
Human,Human,storm,89e8c661435698deb318ddf95fd309db1f2f2e8e,11,14,3,2.88
Human,Human,storm,86cff767e63b18c81db73a8676e4a4f587ffcbc2,6,4,-2,2.71
Human,Human,storm,712d79deba284c9faa24a936c7753d875513d49f,13,10,-3,2.98
Human,Human,storm,c4f2b1e08af923318eb8735e0483927abe55ff73,9,9,0,3.06
Human,Human,storm,b7f04fe2e7e413f932c703a562e8d358833b01ff,2,2,0,2.63
Human,Human,storm,98c98c7d4b24a9d45132c36bcbeaa9c1d8f0ad83,1,1,0,2.94
Human,Human,storm,d6c2736aaa6980cde2f530b544508e7ce5f457af,45,50,5,3.47
Human,Human,storm,4a01197115ea84e8be627fa102ae18c40f94c47b,12,33,21,3.23
Human,Human,pixel-dungeon,f808f857f49d0b485bb78cf65184284765eb5eeb,1560,1670,110,8.27
Human,Human,pixel-dungeon,19298423001a6603da41002517ec0622bcf1d891,4829,5028,199,21.37
Human,Human,pixel-dungeon,66a1529002c94ffb5e22a25a5242dabd209c700c,4741,4824,83,21.12
Human,Human,pixel-dungeon,9e9596e27b9d3310622d7fc71bc9b93ee94c9462,121,121,0,3.76
Human,Human,MaterialSearchView,4a17c27175e7f7dbf98e3afb510a2ecf0eff84b6,14,14,0,3.0
Human,Human,MaterialSearchView,5918a9b89e2d4489de254140f795a7cee2e79eab,13,14,1,2.88
Human,Human,Android-skin-support,83d76852faed94268bf58cf7d137dd7d7d478d08,18,5,-13,3.21
Human,Human,Android-skin-support,0a6456a01ffc9b9393090cffc8a26d308117525f,89,105,16,3.71
Human,Human,Android-skin-support,d0ac2d54f6e04d9e45813839e261db0756654a43,84,114,30,3.52
Human,Human,Android-skin-support,39bf18047a81bd8092939da57fdf7fe2cb29d404,36,49,13,3.16
Human,Human,Android-skin-support,85b7fe34686342ca5e8a6272db3710334bba321d,89,105,16,3.73
Human,Human,Android-skin-support,0715fc750280ef1aba4ff4971e9b39b27fef74e2,84,114,30,3.57
Human,Human,Android-skin-support,0395cc113cea5fdd360dc57edc2b4bab7c270186,36,49,13,3.14
Human,Human,Android-skin-support,86b4ed37eb91f1efecf863be5c3cb41c38e93bf6,265,265,0,5.73
Human,Human,Android-skin-support,9c3ba37f3d5aefe97065a41d3d2380cef9a96500,36,48,12,3.77
Human,Human,Android-skin-support,f9b80cc9069d8872b8b9f4404d7536f6808a0f35,17,11,-6,2.87
Human,Human,Android-skin-support,4b7b6db760d2f9a0bebc6c9eef95893f6893985c,10,18,8,2.96
Human,Human,Android-skin-support,9924bf7ac106e76d99c1bd762aea51e35e82d194,10,10,0,2.88
Human,Human,Android-skin-support,85001b72293d0afa82199a52ec443ea8127bb3df,17,26,9,3.21
Human,Human,Android-skin-support,c9a9e7424a4d05f6080f48e2e1aaa5f469c67e9a,21,21,0,2.81
Human,Human,Android-skin-support,8b4cdbf75dffa9a226fd43206ba55bee8a718107,49,62,13,3.05
Human,Human,Android-skin-support,6c8f54561f864c63ba1468a812b775efbcdfb268,6,6,0,2.89
Human,Human,Android-skin-support,710f278932838762d8fbb1dbae637ea8a2b179c0,30,18,-12,2.79
Human,Human,Android-skin-support,0cfa30c3fe6dae2d6eee7a202fbca80a826fb98f,3,13,10,2.83
Human,Human,Android-skin-support,41cfae55e573674e8fd8b6a041b99f7c4d25a74c,6,6,0,2.61
Human,Human,Android-skin-support,4cba797dfc91d7e1d414f7c66ab6d87fb507f40b,10,12,2,2.87
Human,Human,Android-skin-support,27a3823c0d2c4e3a97af670a4ff215d48b842eb3,21,21,0,2.92
Human,Human,Android-skin-support,05f3a2ba69cedc7e29e9e248ed7ff9655b604f04,1,19,18,2.75
Human,Human,Android-skin-support,7ee0228543f8912880450b85b5a82e3415d92bed,18,29,11,3.16
Human,Human,Android-skin-support,a582c266bdb5b8a788aa228450d5e01edaa87c85,32,33,1,3.4
Human,Human,Android-skin-support,e01e35b88741548029c83e9044cca8666d2e868d,7,7,0,2.82
Human,Human,Android-skin-support,f1d9eb438d4b02f85fbf5764ec334d980a0dd5e1,4,4,0,2.63
Human,Human,BottomNavigation,d7a0fc794e342b30fb1c2dd4c339be5237a27920,30,30,0,3.17
Human,Human,BottomNavigation,0a4018b09beb649e266a8b08ae14fce0c4942990,1,1,0,2.62
Human,Human,BottomNavigation,3dcff44515e7a0f931f843303a2f9da3f6b69b55,14,14,0,2.85
Human,Human,BottomNavigation,0af2c72e0847ab9e67e746358a84432648eaf253,12,14,2,3.14
Human,Human,BottomNavigation,fcac49c8cbd2e60b1319c8e7aa3ed77fd060d22c,14,15,1,2.8
Human,Human,BottomNavigation,cb1d03b5b62a1aa821f522b2fc5c8261bab4e996,57,55,-2,3.21
Human,Human,BottomNavigation,2f2245e6aa270da808b275c71fd8dbb34052cc1a,10,11,1,2.79
Human,Human,Android-PullToRefresh,c1fa9ba419419c952bf9e254986e34c888a512f0,4,4,0,2.68
Human,Human,Android-PullToRefresh,20f80799faccf0842e9cbca113029ae976ef11b4,1,1,0,2.84
Human,Human,Android-PullToRefresh,0bd2812decbe8b714b362d2edbd1fac2a10d5cce,43,43,0,2.99
Human,Human,Android-PullToRefresh,319ec7d199e53724632e4f680ff6928693fb309e,39,39,0,2.95
Human,Human,Android-PullToRefresh,bab19e182d375afcbb87b005cecc9cb49cbdba80,46,46,0,3.03
Human,Human,Android-PullToRefresh,35a3dce67f6e97bce4d834a7bbb6aa75375dc928,2,2,0,2.52
Human,Human,Android-PullToRefresh,a8370d4c8410dd225026cec05ee5a81a4bab8aa9,32,32,0,2.78
Human,Human,Android-PullToRefresh,8674088b50894c9082b9653c9f8beb16e1c4e754,32,33,1,2.9
Human,Human,Android-PullToRefresh,f751135716bb106632021cdff87eff839dd1391e,25,26,1,2.7
Human,Human,Android-PullToRefresh,64be8c492230987e9b6930f2510557a3190a45fd,26,30,4,2.77
Human,Human,Android-PullToRefresh,f205704d10aa457a50604804d3973c95c1aa8221,16,17,1,2.73
Human,Human,Android-PullToRefresh,e4b34345698f16f445fcd1f7abcb00e4bb992578,27,27,0,2.95
Human,Human,network-connection-class,b4871d94e703f4cd020338d3795ae48205179e90,70,60,-10,2.91
Human,Human,network-connection-class,c5ba7fb29a6d8eb743af8e713bb02640b2a0155a,66,96,30,2.78
Human,Human,network-connection-class,664f2b07f136e783cad45f10784474bd36a9ebf6,11,11,0,2.63
Human,Human,network-connection-class,08d7f978e5c4e8a82b4b64f77193ced3619f9b60,6,6,0,2.59
Human,Human,NumberProgressBar,2b334f0fbe14bd738e4ce026e02e13e4d62c47b3,35,35,0,2.92
Human,Human,NumberProgressBar,1905498ce3b627bf4dd20b2d42b9ca3ef26c9145,34,34,0,2.86
Human,Human,NumberProgressBar,dcb8bcfad7b12ac8a761edde1be4622ec026a739,34,34,0,2.84
Human,Human,NumberProgressBar,b49f3d29b78d8e3b3f9ffcd4585bdf33679fac4f,34,34,0,2.74
Human,Human,NumberProgressBar,7c1c216bc488318f1c7fb118f8f6a0df6b992f96,34,34,0,2.73
Human,Human,NumberProgressBar,108c32950b8059453fe8c5e9cf51e18e7425e5ec,33,33,0,2.81
Human,Human,NumberProgressBar,3a81177f6b465f928a6b09805095750f5f265829,33,33,0,2.97
Human,Human,NumberProgressBar,bbf687e30b1806b08561242bd14031c12bd7f1e3,33,34,1,3.01
Human,Human,NumberProgressBar,3a34fd9ac935e8e1e6448d13d4d4bffa8178dd28,33,33,0,2.78
Human,Human,LoadSir,2ca95612bbc174ea12207873ca11a32b1f3049d6,5,5,0,2.6
Human,Human,LoadSir,7cdfd99353a8bd40fe0fc0aca958f5e21cd3d12e,6,6,0,2.62
Human,Human,ShowcaseView,dd61f38070fc9fc25fa8450e0814ba341d6af992,17,19,2,2.78
Human,Human,ShowcaseView,2147549a603c073ce448de54174b365f03dd51af,19,19,0,2.67
Human,Human,ShowcaseView,6e47ae78241fa8439d11f6b296c8c43a5761aa86,14,14,0,2.72
Human,Human,ShowcaseView,ab99928781b9e0bbb93f4b4e985737f3dbb7f837,13,15,2,2.71
Human,Human,ShowcaseView,deaf641491434e96418e54a2ebca6ce815b599fb,10,9,-1,2.72
Human,Human,ShowcaseView,d5c4d17efccefda9ae72265170072773ec33e9e6,23,23,0,3.14
Human,Human,ShowcaseView,760145c3bbb8740dcd5edd2f350a3828ad556ad3,56,53,-3,2.94
Human,Human,ShowcaseView,c79c60dc798f081fb62e48c549c7bdbff8da51b9,39,37,-2,2.92
Human,Human,ShowcaseView,1da6afc28b01611fe2a3857a7401c17a7cf23ae4,30,30,0,2.99
Human,Human,ShowcaseView,5e0bfe7d6ec34c9a46726344e7d04e2b569fc493,11,10,-1,2.66
Human,Human,ShowcaseView,4f21bd3246660b288c9fa27819e3ea8ac77ce7bf,1,1,0,2.5
Human,Human,ShowcaseView,d82e7d13817a548e96347677adf283982e819d5f,24,24,0,2.88
Human,Human,ShowcaseView,db40df67904d1a2024d5cb544dc405724637706b,1,1,0,2.5
Human,Human,ShowcaseView,252d600740c966fe8957de2e36b36c8b9f5bb548,17,18,1,2.75
Human,Human,ShowcaseView,c7498d55ae155c75d9dc421c0ee645944b35b336,43,43,0,2.96
Human,Human,ShowcaseView,43cac4bdc14c585d5c91596d24e04bc6f57e5ea9,24,24,0,2.88
Human,Human,ShowcaseView,9409d86df9795f3c9c0a19a196a4ae6612c4c347,43,43,0,2.94
Human,Human,ShowcaseView,d5c4d17efccefda9ae72265170072773ec33e9e6,0,0,0,0.57
Human,Human,ShowcaseView,760145c3bbb8740dcd5edd2f350a3828ad556ad3,0,0,0,0.61
Human,Human,ShowcaseView,31a91c0483b7fa458d57f7b6ba3e15f668ec02d1,25,26,1,2.96
Human,Human,ShowcaseView,0cac4210dc24178c8703e87985ed46836476cc4b,56,42,-14,2.95
Human,Human,ShowcaseView,0d533ec87437c5f9949d0974c23d9cc88f52de9d,42,45,3,2.93
Human,Human,ShowcaseView,30075685742160d25c72e5e705e15ed6327aabf0,34,34,0,2.95
Human,Human,ShowcaseView,919732b0a3e661ba407061e7ae11af8ace89693c,33,38,5,2.96
Human,Human,ShowcaseView,9b932b26734df6d6e48bf84eaa3622eae6f35609,5,4,-1,2.64
Human,Human,ShowcaseView,3c512521e532baede83e39961fc75191588c7e28,23,23,0,2.88
Human,Human,ShowcaseView,f86e929581da1b21fbc3311359c2788823daf91e,56,56,0,2.96
Human,Human,ShowcaseView,e79e5805745cf6e42734764a3ea80e5cb2e9e068,23,23,0,2.79
Human,Human,ShowcaseView,425bebcfedd9db880463348388cfdda03785416d,23,23,0,2.86
Human,Human,ShowcaseView,a7173657a4ccfbba64401e7b65d837aea924daaf,3,3,0,2.82
Human,Human,ShowcaseView,289dd0cedbb908b4d061654e3dca4c0a96bdbd6b,40,47,7,3.23
Human,Human,ShowcaseView,b9d5d18738bf6073b6af1b6063411a9360f03f97,39,43,4,2.91
Human,Human,ShowcaseView,c5885a381d9d11df872f04d9acb432a94e451950,49,61,12,3.21
Human,Human,ShowcaseView,3bb92044837c6be6e72b48b51146af4520cd4208,22,21,-1,2.79
Human,Human,ShowcaseView,be47571a2e9837a4dbde664f1d18d5180890fe24,43,43,0,2.85
Human,Human,ShowcaseView,7d7c755da949d0fcbda953ae66525ce8ceb62986,15,20,5,2.61
Human,Human,ShowcaseView,3738f67160381575ca4409f46a876c972b12bea6,79,81,2,2.99
Human,Human,ShowcaseView,95f833d54395629e8a2c720b29f6154a62979b1e,59,58,-1,3.21
Human,Human,ShowcaseView,3f11ec63cd139daf59888117d71d18c165ff9010,85,86,1,3.14
Human,Human,ShowcaseView,4857c4b0dca2d17b6532928fe192714791c4ef7a,91,94,3,3.12
Human,Human,ShowcaseView,09f6219ab53602c6442d42bb6736160555df5e82,88,90,2,3.09
Human,Human,ShowcaseView,c8483996726a180752e57b984dde1c4154ad070b,17,17,0,2.75
Human,Human,ShowcaseView,67763d98f53622d26543c7040154a52331b9929c,78,80,2,3.08
Human,Human,ShowcaseView,b8ad5e12ef4988307a6ae42723be76f1c7e11fe6,82,83,1,3.03
Human,Human,SmartTabLayout,4d21213ea52e7221b702b6e05b379d3a05de9a10,21,22,1,3.07
Human,Human,SmartTabLayout,39f9aa2043861064cffbd9ee0c6a62dc5114e8f0,18,18,0,3.11
Human,Human,SmartTabLayout,cfa42dd7bc03977b76a328442a810cf9555e8b2a,18,18,0,2.77
Human,Human,SmartTabLayout,1c4228c0d06409efd892b00696639d7511d53875,17,17,0,2.84
Human,Human,SmartTabLayout,2aa838b58034fda5a5a3f1dcf2b64b85a4d3568c,17,17,0,2.75
Human,Human,FlowLayout,0a876175e60a86542bc902822843b12a952555a5,4,4,0,2.68
Human,Human,FlowLayout,f86a5a707b89553e229f03d06a168f86b1f777f3,11,18,7,2.73
Human,Human,FlowLayout,96db8e5e289f3302769f6e7688bdc9fcc1f572fe,3,4,1,2.65
Human,Human,DanmakuFlameMaster,8558c83ae35607282dcbf97d82ec3ee107e3c5a6,8,8,0,2.89
Human,Human,DanmakuFlameMaster,794fde9080d5ff835fc8e9cfaa9ec0490a58d931,98,98,0,3.81
Human,Human,DanmakuFlameMaster,f6ae2342b885db943c9b6a6032d4f5966edc73e3,30,29,-1,3.14
Human,Human,DanmakuFlameMaster,f6ae2342b885db943c9b6a6032d4f5966edc73e3,0,0,0,0.68
Human,Human,DanmakuFlameMaster,81f9be7f7e6f34d81f0741815885cab1a9d261ca,35,35,0,3.0
Human,Human,DanmakuFlameMaster,16ac9b5069ff09233f6ccbd108933bc58e97d37e,101,101,0,3.56
Human,Human,DanmakuFlameMaster,ac30e7dc560caad42d2633656007b13ddb4b76b5,1,1,0,2.63
Human,Human,DanmakuFlameMaster,a1e427599d29e6682fe54a80fba4ab86607f5f2f,112,121,9,3.55
Human,Human,DanmakuFlameMaster,1f082ea709fbd7deb25a799a3133e902f2bbf295,150,150,0,3.58
Human,Human,DanmakuFlameMaster,bae52f543807f646b1cb52e19a34d103b67616a1,46,46,0,2.85
Human,Human,DanmakuFlameMaster,773142a081d50dcbb6897de3feece42cb8f31aa5,14,14,0,2.64
Human,Human,DanmakuFlameMaster,2c69618645a5f58d9900ad3d23b5d5beddd74b0e,9,11,2,2.42
Human,Human,DanmakuFlameMaster,719241571bdfc37cd4af507595b49b2820f37d93,9,9,0,2.43
Human,Human,DanmakuFlameMaster,95306adcdb67aa5a62ddeb2c26cae362a6ecf6b8,18,19,1,2.59
Human,Human,DanmakuFlameMaster,fb74b12ede16961f03cb3d4c20617be6dfd0f10c,49,51,2,2.92
Human,Human,DanmakuFlameMaster,14a4629163e65fa282fcbde71b322e79cb56813e,16,16,0,2.56
Human,Human,DanmakuFlameMaster,c922ba11a4cf6dcf38e50c96412559076bfa47d9,2,2,0,2.35
Human,Human,DanmakuFlameMaster,75c7c38cc9e089e644de830d6c7a111b359d3274,6,8,2,2.45
Human,Human,DanmakuFlameMaster,d8b812351cee0f7f01d898a2492e20adee9590ce,2,2,0,2.39
Human,Human,DanmakuFlameMaster,b49549dc2f34b4f7ef1e8ec370465866831900f5,2,9,7,2.46
Human,Human,DanmakuFlameMaster,88aa771a0a9e5f9d80dd850afbf9ce4158864ac5,12,12,0,2.4
Human,Human,DanmakuFlameMaster,7df9a408deb4e892e23462df9ade5d958100281b,16,23,7,2.65
Human,Human,DanmakuFlameMaster,601a50ef35be01b1d8ca7d6cac826398ebeae158,45,46,1,2.85
